d,ell,m,alpha,beta,flavors_at_source,Norm,Re,Im,confidence_level
7,0,0,tau,mu,"(1/3,2/3,0)",,3.1623203807058164e-41,2.8043680500492303e-41,68
7,0,0,tau,mu,"(1,0,0)",,2.853273160106293e-41,1.6031963549951748e-41,68
7,0,0,tau,mu,"(0,1,0)",3.2032449570895915e-41,2.816165153454969e-41,1.4522540439010814e-41,68
7,0,0,tau,tau,agnostic,1.7936598760387688e-41,1.7936598760387688e-41,,68
7,0,0,tau,tau,"(1/3,2/3,0)",1.9566555192057394e-41,1.9566555192057394e-41,,68
7,0,0,tau,tau,"(1,0,0)",9.660771385720306e-43,9.660771385720306e-43,,68
7,0,0,tau,tau,"(0,1,0)",1.0066433768851583e-41,1.0066433768851583e-41,,68
7,1,0,e,e,agnostic,3.042272823529997e-41,3.042272823529997e-41,,68
7,1,0,e,e,"(1/3,2/3,0)",,,,68
7,1,0,e,e,"(1,0,0)",5.445163264543281e-43,5.445163264543281e-43,,68
7,1,0,e,e,"(0,1,0)",1.833999474659239e-41,1.833999474659239e-41,,68
7,1,0,e,mu,agnostic,3.6181992787018574e-41,2.5200468763104937e-41,2.5506479096464525e-41,68
7,1,0,e,mu,"(1/3,2/3,0)",3.65563577751749e-41,2.521810683015112e-41,2.5870141779010753e-41,68
7,1,0,e,mu,"(1,0,0)",3.5875964547990975e-41,2.5458842454392056e-41,2.5233725928294575e-41,68
7,1,0,e,mu,"(0,1,0)",3.6906506851100677e-41,2.584460195583413e-41,2.538162884902325e-41,68
7,1,0,e,tau,agnostic,4.1530047440008466e-41,2.9533631637320525e-41,2.863408548709073e-41,68
7,1,0,e,tau,"(1/3,2/3,0)",3.7026548492659887e-41,2.5817744130388225e-41,2.543688181195298e-41,68
7,1,0,e,tau,"(1,0,0)",4.0219723418622005e-41,2.7805825104744256e-41,2.867404595352512e-41,68
7,1,0,e,tau,"(0,1,0)",1.9204443897401816e-41,1.2877189391644563e-41,1.3288535880332804e-41,68
7,1,0,mu,e,agnostic,3.729899975223383e-41,2.6714113682132717e-41,2.5474245714350926e-41,68
7,1,0,mu,e,"(1/3,2/3,0)",3.7197401088219336e-41,2.5919369182435503e-41,2.6034630373940806e-41,68
7,1,0,mu,e,"(1,0,0)",3.663028362190499e-41,2.6144211766772904e-41,2.53892368906345e-41,68
7,1,0,mu,e,"(0,1,0)",3.78914397414156e-41,2.6771360008417923e-41,2.6308866737179664e-41,68
7,1,0,mu,mu,agnostic,2.374875751999309e-41,2.374875751999309e-41,,68
7,1,0,mu,mu,"(1/3,2/3,0)",2.1351107247026827e-41,2.1351107247026827e-41,,68
7,1,0,mu,mu,"(1,0,0)",6.4479548779428226e-43,6.4479548779428226e-43,,68
7,1,0,mu,mu,"(0,1,0)",2.7258485182948138e-42,2.7258485182948138e-42,,68
7,1,0,mu,tau,agnostic,4.1585808356037725e-41,3.084930402989402e-41,2.793473656918184e-41,68
7,1,0,mu,tau,"(1/3,2/3,0)",4.3286568010634295e-41,3.167553132607628e-41,3.0870522631810346e-41,68
7,1,0,mu,tau,"(1,0,0)",4.6816030283493855e-42,9.586471573721732e-43,4.459531616342528e-42,68
7,1,0,mu,tau,"(0,1,0)",2.4128755611095357e-41,1.9213258970157942e-41,1.4537810557262467e-41,68
7,1,0,tau,e,agnostic,4.1258372304545045e-41,2.960881808571246e-41,2.9264587334216444e-41,68
7,1,0,tau,e,"(1/3,2/3,0)",3.7306312467341695e-41,2.561519190103399e-41,2.557886236262846e-41,68
7,1,0,tau,e,"(1,0,0)",4.022468200518568e-41,2.8255147776549913e-41,2.8752781905609013e-41,68
7,1,0,tau,e,"(0,1,0)",1.8891012778012207e-41,1.2691522327522818e-41,1.3040639432143652e-41,68
7,1,0,tau,mu,agnostic,4.1800687565441397e-41,3.11237189901389e-41,2.8321351963988636e-41,68
7,1,0,tau,mu,"(1/3,2/3,0)",4.1585808356037725e-41,3.084930402989402e-41,2.793473656918184e-41,68
7,1,0,tau,mu,"(1,0,0)",4.596905696785373e-42,9.333438832453164e-43,4.418947834286169e-42,68
7,1,0,tau,mu,"(0,1,0)",2.4452965437306074e-41,1.8627826782649168e-41,1.4461144084770463e-41,68
7,1,0,tau,tau,agnostic,2.090718994927794e-41,2.090718994927794e-41,,68
7,1,0,tau,tau,"(1/3,2/3,0)",2.2225436519461127e-41,2.2225436519461127e-41,,68
7,1,0,tau,tau,"(1,0,0)",6.20026682883774e-43,6.20026682883774e-43,,68
7,1,0,tau,tau,"(0,1,0)",1.3489779699433407e-41,1.3489779699433407e-41,,68
7,1,1,e,e,agnostic,,,3.075929382444888e-41,68
7,1,1,e,e,"(1/3,2/3,0)",,3.14934251846575e-41,,68
7,1,1,e,e,"(1,0,0)",1.7102127563686543e-41,1.3607696095999518e-41,1.0648856912189264e-41,68
7,1,1,e,e,"(0,1,0)",1.1299141017287203e-41,8.221808838953676e-42,8.167394113177158e-42,68
7,1,1,e,mu,agnostic,3.4832823378909376e-41,2.444269200903451e-41,2.400551668690149e-41,68
7,1,1,e,mu,"(1/3,2/3,0)",3.4907480903385646e-41,2.4477874612703893e-41,2.3903092004135927e-41,68
7,1,1,e,mu,"(1,0,0)",3.4215736133934976e-41,2.3530805558052457e-41,2.3498144841566936e-41,68
7,1,1,e,mu,"(0,1,0)",3.48408789175593e-41,2.371149428113753e-41,2.3979169931351456e-41,68
7,1,1,e,tau,agnostic,4.1812304809170605e-41,2.9622763372052433e-41,2.9884697437451047e-41,68
7,1,1,e,tau,"(1/3,2/3,0)",3.1837161442772985e-41,2.1832397968031168e-41,2.1509966511660575e-41,68
7,1,1,e,tau,"(1,0,0)",4.0712615995255116e-41,2.9010976810827293e-41,3.0051644389862027e-41,68
7,1,1,e,tau,"(0,1,0)",1.6260418994513438e-41,1.0828044748339081e-41,1.0897192402950371e-41,68
7,1,1,mu,e,agnostic,3.4716389054155296e-41,2.3887936346630467e-41,2.406586221864991e-41,68
7,1,1,mu,e,"(1/3,2/3,0)",3.4383721387334987e-41,2.3130958881107726e-41,2.435990969042312e-41,68
7,1,1,mu,e,"(1,0,0)",3.450266490199479e-41,2.3869631679342806e-41,2.3802599336224267e-41,68
7,1,1,mu,e,"(0,1,0)",3.4432104651555227e-41,2.393796250444399e-41,2.3441495028913177e-41,68
7,1,1,mu,mu,agnostic,3.662644826560733e-41,2.4090686867192797e-41,2.454496977658893e-41,68
7,1,1,mu,mu,"(1/3,2/3,0)",2.940943853646836e-41,1.8081229674983228e-41,1.9646580263623184e-41,68
7,1,1,mu,mu,"(1,0,0)",3.749194475534389e-41,2.2723699452303043e-41,2.404410444220803e-41,68
7,1,1,mu,mu,"(0,1,0)",9.24953853621454e-42,5.363422337487579e-42,5.902195269475407e-42,68
7,1,1,mu,tau,agnostic,4.2059851033270197e-41,3.0845525464746183e-41,3.0398820793292937e-41,68
7,1,1,mu,tau,"(1/3,2/3,0)",,3.1718350945970047e-41,,68
7,1,1,mu,tau,"(1,0,0)",1.4335385934504197e-42,1.10468466297997e-42,7.362565711029912e-43,68
7,1,1,mu,tau,"(0,1,0)",2.0126791998886256e-41,1.6028134240362487e-41,1.2094291970308534e-41,68
7,1,1,tau,e,agnostic,4.1106699567625084e-41,2.8706609558474673e-41,2.92690998153514e-41,68
7,1,1,tau,e,"(1/3,2/3,0)",3.3114446816357557e-41,2.2942941543559852e-41,2.2290415411888864e-41,68
7,1,1,tau,e,"(1,0,0)",4.1196593916230577e-41,3.0700479333217525e-41,2.8969178331168446e-41,68
7,1,1,tau,e,"(0,1,0)",1.601601240514349e-41,1.0793890983015848e-41,1.0570610614456205e-41,68
7,1,1,tau,mu,agnostic,4.238512868448467e-41,3.0765148645303467e-41,3.1268250895842543e-41,68
7,1,1,tau,mu,"(1/3,2/3,0)",,,3.1168457742875456e-41,68
7,1,1,tau,mu,"(1,0,0)",1.4195999910471139e-42,1.03700636907707e-42,8.086259356209848e-43,68
7,1,1,tau,mu,"(0,1,0)",2.017502072603653e-41,1.5736680299044114e-41,1.2145200854596938e-41,68
7,1,1,tau,tau,agnostic,2.566969789637378e-41,1.6913873766005022e-41,1.6834065621565034e-41,68
7,1,1,tau,tau,"(1/3,2/3,0)",2.5998197629716097e-41,1.6995028362550548e-41,1.6917366742301895e-41,68
7,1,1,tau,tau,"(1,0,0)",1.5787095060185156e-42,1.2900340924419047e-42,8.020601254222297e-43,68
7,1,1,tau,tau,"(0,1,0)",2.1358877884008775e-41,1.4086966521808143e-41,1.3204624419483163e-41,68
7,2,0,e,e,agnostic,3.130598761679217e-41,3.130598761679217e-41,,68
7,2,0,e,e,"(1/3,2/3,0)",3.1373430307250867e-41,3.1373430307250867e-41,,68
7,2,0,e,e,"(1,0,0)",,,,68
7,2,0,e,e,"(0,1,0)",2.7351010608403545e-41,2.7351010608403545e-41,,68
7,2,0,e,mu,agnostic,3.8581591644681447e-41,2.698224927296725e-41,2.6905014015324596e-41,68
7,2,0,e,mu,"(1/3,2/3,0)",3.860810358081831e-41,2.707791424446989e-41,2.6694650426606524e-41,68
7,2,0,e,mu,"(1,0,0)",3.9483653602903235e-41,2.8158752324500276e-41,2.772744346794275e-41,68
7,2,0,e,mu,"(0,1,0)",3.863561575851811e-41,2.7748586616665325e-41,2.76456289139447e-41,68
7,2,0,e,tau,agnostic,4.219548999979659e-41,2.9113239594544293e-41,2.9978021454861057e-41,68
7,2,0,e,tau,"(1/3,2/3,0)",3.6331917735337236e-41,2.4696278453597843e-41,2.5357583892125156e-41,68
7,2,0,e,tau,"(1,0,0)",4.2504763692083066e-41,3.053712063878199e-41,3.074480802848868e-41,68
7,2,0,e,tau,"(0,1,0)",2.050553578824953e-41,1.4295885962460182e-41,1.3769175665476882e-41,68
7,2,0,mu,e,agnostic,3.987052532966388e-41,2.810109298209909e-41,2.818706773215887e-41,68
7,2,0,mu,e,"(1/3,2/3,0)",3.962098074667049e-41,2.824817789725827e-41,2.7805772421493033e-41,68
7,2,0,mu,e,"(1,0,0)",3.9718374370155287e-41,2.77633198220415e-41,2.834786688712045e-41,68
7,2,0,mu,e,"(0,1,0)",3.903344463614704e-41,2.74474851452008e-41,2.8255052203208497e-41,68
7,2,0,mu,mu,agnostic,2.3769661324383037e-41,2.3769661324383037e-41,,68
7,2,0,mu,mu,"(1/3,2/3,0)",2.2661839779319176e-41,2.2661839779319176e-41,,68
7,2,0,mu,mu,"(1,0,0)",1.0483733683735956e-42,1.0483733683735956e-42,,68
7,2,0,mu,mu,"(0,1,0)",3.430131714749356e-42,3.430131714749356e-42,,68
7,2,0,mu,tau,agnostic,4.281976478863731e-41,3.14573347440362e-41,2.92282958612279e-41,68
7,2,0,mu,tau,"(1/3,2/3,0)",4.2008817080527545e-41,3.1317385874013136e-41,2.8954353789718027e-41,68
7,2,0,mu,tau,"(1,0,0)",3.4874032595095347e-41,3.1066711687268837e-41,1.5425725674442196e-41,68
7,2,0,mu,tau,"(0,1,0)",3.5118480472482017e-41,2.9084198394963944e-41,1.7921091872330872e-41,68
7,2,0,tau,e,agnostic,4.2504763692083066e-41,3.053712063878199e-41,2.9915873250193337e-41,68
7,2,0,tau,e,"(1/3,2/3,0)",3.6608940909251e-41,2.4602445568193327e-41,2.572402582452965e-41,68
7,2,0,tau,e,"(1,0,0)",4.219548999979659e-41,3.1474209192880366e-41,2.9978021454861057e-41,68
7,2,0,tau,e,"(0,1,0)",2.047207677187754e-41,1.348951728465258e-41,1.4092365748376738e-41,68
7,2,0,tau,mu,agnostic,4.2008817080527545e-41,3.1317385874013136e-41,2.8954353789718027e-41,68
7,2,0,tau,mu,"(1/3,2/3,0)",4.281976478863731e-41,3.14573347440362e-41,2.92282958612279e-41,68
7,2,0,tau,mu,"(1,0,0)",3.476222520681747e-41,3.1367699459016464e-41,1.5144766516637642e-41,68
7,2,0,tau,mu,"(0,1,0)",3.5314210613330555e-41,2.8757028562306187e-41,1.8319093570594682e-41,68
7,2,0,tau,tau,agnostic,2.0693327183178147e-41,2.0693327183178147e-41,,68
7,2,0,tau,tau,"(1/3,2/3,0)",2.3361108771536265e-41,2.3361108771536265e-41,,68
7,2,0,tau,tau,"(1,0,0)",1.0065948767602222e-42,1.0065948767602222e-42,,68
7,2,0,tau,tau,"(0,1,0)",1.3638298893824278e-41,1.3638298893824278e-41,,68
7,2,1,e,e,agnostic,4.158958206527878e-41,3.065151833341886e-41,2.7980796180038183e-41,68
7,2,1,e,e,"(1/3,2/3,0)",,,3.1255565192475606e-41,68
7,2,1,e,e,"(1,0,0)",1.4479973851941907e-41,9.810245127136419e-42,9.465909257877597e-42,68
7,2,1,e,e,"(0,1,0)",1.3246107921157583e-41,1.0486734636186953e-41,6.593793329790415e-42,68
7,2,1,e,mu,agnostic,3.517275091088166e-41,2.4334633431260904e-41,2.503823031347965e-41,68
7,2,1,e,mu,"(1/3,2/3,0)",3.540279656012664e-41,2.49290857980962e-41,2.446716466368984e-41,68
7,2,1,e,mu,"(1,0,0)",3.5304397659409855e-41,2.401288986076335e-41,2.443579132825081e-41,68
7,2,1,e,mu,"(0,1,0)",3.5762800675592886e-41,2.489654349132247e-41,2.4759743564767274e-41,68
7,2,1,e,tau,agnostic,4.086093986144786e-41,2.8733011477094316e-41,2.9006886639587506e-41,68
7,2,1,e,tau,"(1/3,2/3,0)",3.4187801405894696e-41,2.3820769628364216e-41,2.3406278286237846e-41,68
7,2,1,e,tau,"(1,0,0)",4.0122671830995686e-41,2.759604914315289e-41,2.917343239570028e-41,68
7,2,1,e,tau,"(0,1,0)",1.7929372037830595e-41,1.182753675437655e-41,1.2629041213574152e-41,68
7,2,1,mu,e,agnostic,3.537216837522093e-41,2.4907626702992485e-41,2.4475198727107584e-41,68
7,2,1,mu,e,"(1/3,2/3,0)",3.494489465607788e-41,2.4350438663400307e-41,2.4044241359719226e-41,68
7,2,1,mu,e,"(1,0,0)",3.5784823082594665e-41,2.456350900228106e-41,2.4226742531293077e-41,68
7,2,1,mu,e,"(0,1,0)",3.605836993149804e-41,2.4900522324118365e-41,2.5318328574906515e-41,68
7,2,1,mu,mu,agnostic,3.776400136965986e-41,2.6017885797106155e-41,2.503045056845927e-41,68
7,2,1,mu,mu,"(1/3,2/3,0)",3.2496837427027203e-41,2.1412878622641198e-41,2.1660613771032517e-41,68
7,2,1,mu,mu,"(1,0,0)",3.6879351539417915e-41,2.2666970672768015e-41,2.2546465624002766e-41,68
7,2,1,mu,mu,"(0,1,0)",9.919767463379287e-42,5.020152206473389e-42,6.234809258563474e-42,68
7,2,1,mu,tau,agnostic,4.0420326821358597e-41,2.852809517030917e-41,2.8789596393417666e-41,68
7,2,1,mu,tau,"(1/3,2/3,0)",,,,68
7,2,1,mu,tau,"(1,0,0)",7.113047098400775e-42,4.5768035652285355e-42,4.262373343410741e-42,68
7,2,1,mu,tau,"(0,1,0)",2.239334248789936e-41,1.7235970290215552e-41,1.0851049270393722e-41,68
7,2,1,tau,e,agnostic,4.078529412747921e-41,2.797802297032741e-41,2.889799907468058e-41,68
7,2,1,tau,e,"(1/3,2/3,0)",3.538476237246937e-41,2.4534463575345747e-41,2.3950115405210475e-41,68
7,2,1,tau,e,"(1,0,0)",3.9775875467229457e-41,2.834927642992051e-41,2.8566867770725286e-41,68
7,2,1,tau,e,"(0,1,0)",1.7976239066954726e-41,1.2533717454544832e-41,1.181686310625062e-41,68
7,2,1,tau,mu,agnostic,4.140355891552228e-41,2.888864623952276e-41,2.9974716465380393e-41,68
7,2,1,tau,mu,"(1/3,2/3,0)",,,,68
7,2,1,tau,mu,"(1,0,0)",6.953213097489761e-42,4.234097198283631e-42,4.3785876879422035e-42,68
7,2,1,tau,mu,"(0,1,0)",2.1977557059820087e-41,1.7033317154473847e-41,1.0534907672040523e-41,68
7,2,1,tau,tau,agnostic,3.0334389366487147e-41,1.994772452741348e-41,1.9525595263778427e-41,68
7,2,1,tau,tau,"(1/3,2/3,0)",3.0666222749115384e-41,2.0720514680846027e-41,1.9308230636251716e-41,68
7,2,1,tau,tau,"(1,0,0)",2.080067727125281e-42,1.5233202780820728e-42,1.2014524276889166e-42,68
7,2,1,tau,tau,"(0,1,0)",2.5870287581265996e-41,1.698195172839436e-41,1.595419860780265e-41,68
7,2,2,e,e,agnostic,4.176516696185636e-41,2.990025144607845e-41,2.946117946402454e-41,68
7,2,2,e,e,"(1/3,2/3,0)",,,,68
7,2,2,e,e,"(1,0,0)",1.7826508823230438e-41,1.544504508903038e-41,8.092203344717557e-42,68
7,2,2,e,e,"(0,1,0)",3.4702163229442897e-41,2.0130232799390527e-41,2.513343723199807e-41,68
7,2,2,e,mu,agnostic,3.5261181057957757e-41,2.4223163027843937e-41,2.427389569277668e-41,68
7,2,2,e,mu,"(1/3,2/3,0)",3.5538781014362257e-41,2.448889392478976e-41,2.4599489734040646e-41,68
7,2,2,e,mu,"(1,0,0)",3.536193047103919e-41,2.3917205679181897e-41,2.376658072859018e-41,68
7,2,2,e,mu,"(0,1,0)",3.5415325223295485e-41,2.470647268305657e-41,2.4257781870231187e-41,68
7,2,2,e,tau,agnostic,4.067891854478668e-41,2.9390106726118507e-41,2.899157367292185e-41,68
7,2,2,e,tau,"(1/3,2/3,0)",3.3750151269971637e-41,2.2308114611482988e-41,2.2480233208059017e-41,68
7,2,2,e,tau,"(1,0,0)",4.1722979233847455e-41,3.134881808408673e-41,3.018094097004624e-41,68
7,2,2,e,tau,"(0,1,0)",1.6171678454569344e-41,1.0968597295668443e-41,1.1004241800313271e-41,68
7,2,2,mu,e,agnostic,3.52548553210526e-41,2.4266584006177964e-41,2.386274235019133e-41,68
7,2,2,mu,e,"(1/3,2/3,0)",3.5498187579885917e-41,2.505516154240793e-41,2.373308916770538e-41,68
7,2,2,mu,e,"(1,0,0)",3.4780292508982547e-41,2.434213372029429e-41,2.401829628584698e-41,68
7,2,2,mu,e,"(0,1,0)",3.5878227388688587e-41,2.4589329053826035e-41,2.452318217998771e-41,68
7,2,2,mu,mu,agnostic,3.7447326076187877e-41,2.44799509731533e-41,2.620306227494517e-41,68
7,2,2,mu,mu,"(1/3,2/3,0)",3.301288066863865e-41,1.9530585786765936e-41,2.4201621925295955e-41,68
7,2,2,mu,mu,"(1,0,0)",3.099075933873448e-41,1.7679415829054624e-41,1.6128865396484118e-41,68
7,2,2,mu,mu,"(0,1,0)",1.0521973561858633e-41,5.723267037145627e-42,6.953377494440259e-42,68
7,2,2,mu,tau,agnostic,4.2015352581922624e-41,3.0533948710243163e-41,2.9897703513028243e-41,68
7,2,2,mu,tau,"(1/3,2/3,0)",4.284670740887327e-41,3.1665870471218784e-41,3.1140538021120856e-41,68
7,2,2,mu,tau,"(1,0,0)",1.1189197166581435e-41,9.531496661352507e-42,4.6379952150476816e-42,68
7,2,2,mu,tau,"(0,1,0)",2.4656876533606876e-41,1.551583727158015e-41,1.7003623850612523e-41,68
7,2,2,tau,e,agnostic,4.133199569249654e-41,2.8876974500816537e-41,2.8879761472454764e-41,68
7,2,2,tau,e,"(1/3,2/3,0)",3.3130015004896423e-41,2.272559979383781e-41,2.2961591489099834e-41,68
7,2,2,tau,e,"(1,0,0)",4.2054461672370936e-41,3.016486753626502e-41,3.0299701875430115e-41,68
7,2,2,tau,e,"(0,1,0)",1.6170299639603683e-41,1.0960785122984284e-41,1.0738236680676936e-41,68
7,2,2,tau,mu,agnostic,4.157981741035351e-41,3.051465773511822e-41,2.903126429322994e-41,68
7,2,2,tau,mu,"(1/3,2/3,0)",,3.1433954574417565e-41,,68
7,2,2,tau,mu,"(1,0,0)",1.1192438809531879e-41,9.547874436266095e-42,4.557595899627129e-42,68
7,2,2,tau,mu,"(0,1,0)",2.3997447955477407e-41,1.5606171295874992e-41,1.6998273786547734e-41,68
7,2,2,tau,tau,agnostic,3.2490225359143866e-41,1.970129567554012e-41,2.3038153132645707e-41,68
7,2,2,tau,tau,"(1/3,2/3,0)",3.3542737413858685e-41,1.9625475244973623e-41,2.531681454634291e-41,68
7,2,2,tau,tau,"(1,0,0)",1.839306058941127e-42,1.1801377887608985e-42,1.203672825887144e-42,68
7,2,2,tau,tau,"(0,1,0)",2.802949170606507e-41,1.6000021560878476e-41,1.9646735591722896e-41,68
7,3,0,e,e,agnostic,2.880326563490493e-41,2.880326563490493e-41,,68
7,3,0,e,e,"(1/3,2/3,0)",,,,68
7,3,0,e,e,"(1,0,0)",1.2367281292934352e-41,1.2367281292934352e-41,,68
7,3,0,e,e,"(0,1,0)",2.6895167422431394e-41,2.6895167422431394e-41,,68
7,3,0,e,mu,agnostic,3.9292474190312437e-41,2.8138300316653073e-41,2.7806580340176057e-41,68
7,3,0,e,mu,"(1/3,2/3,0)",3.913868425930533e-41,2.8545226429497206e-41,2.716687048316848e-41,68
7,3,0,e,mu,"(1,0,0)",3.8472337479089767e-41,2.684806451540195e-41,2.6779361313974466e-41,68
7,3,0,e,mu,"(0,1,0)",3.876833897517168e-41,2.8038426225134364e-41,2.7685265538810447e-41,68
7,3,0,e,tau,agnostic,4.1190619105203247e-41,2.9504979429263083e-41,2.898916623034138e-41,68
7,3,0,e,tau,"(1/3,2/3,0)",3.7066457490295477e-41,2.603474809578554e-41,2.566008726561094e-41,68
7,3,0,e,tau,"(1,0,0)",4.235669595489254e-41,3.0735120539463837e-41,3.1109225436654616e-41,68
7,3,0,e,tau,"(0,1,0)",2.0929543180833135e-41,1.4219014063292565e-41,1.4354420964909486e-41,68
7,3,0,mu,e,agnostic,3.8468824839083014e-41,2.7535496762314497e-41,2.691593678288618e-41,68
7,3,0,mu,e,"(1/3,2/3,0)",3.911313240549667e-41,2.747697982668145e-41,2.7426884171078775e-41,68
7,3,0,mu,e,"(1,0,0)",3.7656833919594397e-41,2.603557143593621e-41,2.685363285612173e-41,68
7,3,0,mu,e,"(0,1,0)",3.9782616432836815e-41,2.811010809433212e-41,2.8241159760401925e-41,68
7,3,0,mu,mu,agnostic,2.42308435668371e-41,2.42308435668371e-41,,68
7,3,0,mu,mu,"(1/3,2/3,0)",2.331866304516614e-41,2.331866304516614e-41,,68
7,3,0,mu,mu,"(1,0,0)",7.276323464064169e-43,7.276323464064169e-43,,68
7,3,0,mu,mu,"(0,1,0)",2.6396900339785885e-42,2.6396900339785885e-42,,68
7,3,0,mu,tau,agnostic,4.171384130442112e-41,3.086735935485523e-41,2.800660312933002e-41,68
7,3,0,mu,tau,"(1/3,2/3,0)",4.1208798445266654e-41,3.0686303663488925e-41,3.123740238674418e-41,68
7,3,0,mu,tau,"(1,0,0)",1.6124484735945616e-41,1.4001890235236525e-41,7.382794653816879e-42,68
7,3,0,mu,tau,"(0,1,0)",3.423085733739984e-41,2.8720323636076634e-41,1.652327969021619e-41,68
7,3,0,tau,e,agnostic,4.1291897562891807e-41,2.9652478670290315e-41,2.9264511665458245e-41,68
7,3,0,tau,e,"(1/3,2/3,0)",3.63718491685207e-41,2.5275086149938357e-41,2.4683569925889896e-41,68
7,3,0,tau,e,"(1,0,0)",4.13045594712983e-41,2.9686385300474236e-41,2.961075049376355e-41,68
7,3,0,tau,e,"(0,1,0)",2.1100343874495763e-41,1.4005979719171707e-41,1.417214443502186e-41,68
7,3,0,tau,mu,agnostic,4.1208798445266654e-41,3.0686303663488925e-41,2.823992985439673e-41,68
7,3,0,tau,mu,"(1/3,2/3,0)",4.171384130442112e-41,3.1525694080671417e-41,2.800660312933002e-41,68
7,3,0,tau,mu,"(1,0,0)",1.5994136734103575e-41,1.3643252023510527e-41,7.642020907309811e-42,68
7,3,0,tau,mu,"(0,1,0)",3.3644745348429646e-41,2.782306457975387e-41,1.6451378878659186e-41,68
7,3,0,tau,tau,agnostic,2.2869006142183079e-41,2.2869006142183079e-41,,68
7,3,0,tau,tau,"(1/3,2/3,0)",2.4395859729717217e-41,2.4395859729717217e-41,,68
7,3,0,tau,tau,"(1,0,0)",6.971047850168345e-43,6.971047850168345e-43,,68
7,3,0,tau,tau,"(0,1,0)",1.377006332946195e-41,1.377006332946195e-41,,68
7,3,1,e,e,agnostic,4.1883615066454165e-41,3.0830652732961417e-41,2.8805553887617517e-41,68
7,3,1,e,e,"(1/3,2/3,0)",,3.1679812057662726e-41,,68
7,3,1,e,e,"(1,0,0)",2.0093568551651974e-41,1.6009175824657328e-41,1.0833658065418153e-41,68
7,3,1,e,e,"(0,1,0)",3.66033366796018e-41,2.1565997887531827e-41,2.8725868516109646e-41,68
7,3,1,e,mu,agnostic,3.84390754257573e-41,2.7081866779885e-41,2.702129456794717e-41,68
7,3,1,e,mu,"(1/3,2/3,0)",3.7887211283433447e-41,2.701489676958916e-41,2.6259843687580316e-41,68
7,3,1,e,mu,"(1,0,0)",3.8004071110944317e-41,2.610915609475693e-41,2.6185963713546465e-41,68
7,3,1,e,mu,"(0,1,0)",3.8507130351258887e-41,2.7926838229285846e-41,2.6367316356099476e-41,68
7,3,1,e,tau,agnostic,4.15534038780106e-41,2.9357713327175755e-41,2.933501392609605e-41,68
7,3,1,e,tau,"(1/3,2/3,0)",3.6044660343860544e-41,2.5239876317566173e-41,2.408999888093608e-41,68
7,3,1,e,tau,"(1,0,0)",4.2042687764802184e-41,2.9867745688392275e-41,2.99831754277548e-41,68
7,3,1,e,tau,"(0,1,0)",1.8668112420506287e-41,1.2758849724560475e-41,1.273680504864136e-41,68
7,3,1,mu,e,agnostic,3.8297927048959084e-41,2.72147847155797e-41,2.668772194135407e-41,68
7,3,1,mu,e,"(1/3,2/3,0)",3.8303970971643865e-41,2.728133960104661e-41,2.6250445221907684e-41,68
7,3,1,mu,e,"(1,0,0)",3.81588539675063e-41,2.6941364213565345e-41,2.7504040449249327e-41,68
7,3,1,mu,e,"(0,1,0)",3.887694912289955e-41,2.7151041939925985e-41,2.7191882200621563e-41,68
7,3,1,mu,mu,agnostic,3.798868707164226e-41,2.6641848259323357e-41,2.569019062666625e-41,68
7,3,1,mu,mu,"(1/3,2/3,0)",3.3967419417333904e-41,2.2121130514801769e-41,2.319387686897539e-41,68
7,3,1,mu,mu,"(1,0,0)",3.644194984528346e-41,2.405567691463775e-41,2.2963842955046706e-41,68
7,3,1,mu,mu,"(0,1,0)",1.3706176242401818e-41,7.795595303032771e-42,8.658683623282699e-42,68
7,3,1,mu,tau,agnostic,4.1451528051695156e-41,2.985485879740183e-41,2.9552835045597964e-41,68
7,3,1,mu,tau,"(1/3,2/3,0)",,3.11335706276778e-41,,68
7,3,1,mu,tau,"(1,0,0)",1.5688226993365896e-41,7.140980110753313e-42,1.2251026349821827e-41,68
7,3,1,mu,tau,"(0,1,0)",3.407098567402369e-41,2.462572033313018e-41,2.010320421549388e-41,68
7,3,1,tau,e,agnostic,4.0670041804919404e-41,2.8661995769726493e-41,2.9611859294822717e-41,68
7,3,1,tau,e,"(1/3,2/3,0)",3.58455050896469e-41,2.4491174475132357e-41,2.5173643362899873e-41,68
7,3,1,tau,e,"(1,0,0)",4.1136722215543624e-41,3.006038148811419e-41,2.9654188641594326e-41,68
7,3,1,tau,e,"(0,1,0)",1.9346800626502802e-41,1.3214032650782647e-41,1.2869281790666084e-41,68
7,3,1,tau,mu,agnostic,4.1637073134982547e-41,2.9469766070747227e-41,3.0274311850816207e-41,68
7,3,1,tau,mu,"(1/3,2/3,0)",,,,68
7,3,1,tau,mu,"(1,0,0)",1.5465142010539908e-41,6.87644088725523e-42,1.222054158507683e-41,68
7,3,1,tau,mu,"(0,1,0)",3.484684591362569e-41,2.5760886685079973e-41,2.1404717565033388e-41,68
7,3,1,tau,tau,agnostic,3.3185894861739706e-41,2.2510744720889348e-41,2.1390851790919734e-41,68
7,3,1,tau,tau,"(1/3,2/3,0)",3.275126707044745e-41,2.2078362964434456e-41,2.1772551281857847e-41,68
7,3,1,tau,tau,"(1,0,0)",1.1756219667211238e-41,5.094591265995709e-42,4.090337524131024e-42,68
