d,ell,m,alpha,beta,flavors_at_source,Norm,Re,Im,confidence_level
3,2,2,mu,mu,agnostic,8.676621699592533e-24,6.17846852826394e-24,6.066996431137895e-24,68
3,2,2,mu,mu,"(1/3,2/3,0)",5.8613869010677344e-24,3.4065273977710886e-24,3.1779808276786567e-24,68
3,2,2,mu,mu,"(1,0,0)",1.302057703639634e-26,8.939112821872983e-27,8.40018600998027e-27,68
3,2,2,mu,mu,"(0,1,0)",1.388259089090186e-25,7.771718453824072e-26,9.620236745151222e-26,68
3,2,2,mu,tau,agnostic,,,6.804900363228424e-24,68
3,2,2,mu,tau,"(1/3,2/3,0)",,,6.812288753963744e-24,68
3,2,2,mu,tau,"(1,0,0)",1.4862016993546715e-25,1.2041842967509208e-25,7.248506070473448e-26,68
3,2,2,mu,tau,"(0,1,0)",2.8741948651311493e-25,1.773099115200893e-25,2.172488532040373e-25,68
3,2,2,tau,e,agnostic,9.264950550404212e-24,6.80467178716575e-24,6.678669160181901e-24,68
3,2,2,tau,e,"(1/3,2/3,0)",9.114845090029037e-24,6.3977508465397775e-24,6.482404254257936e-24,68
3,2,2,tau,e,"(1,0,0)",1.4020340984719696e-24,9.292224101801547e-25,8.983916126400216e-25,68
3,2,2,tau,e,"(0,1,0)",1.7191955594806411e-25,1.1925385991174765e-25,1.1720335546867132e-25,68
3,2,2,tau,mu,agnostic,,,,68
3,2,2,tau,mu,"(1/3,2/3,0)",,6.731055222569125e-24,,68
3,2,2,tau,mu,"(1,0,0)",1.43521505468232e-25,1.1883108265573508e-25,6.979305025846538e-26,68
3,2,2,tau,mu,"(0,1,0)",2.8447263345633187e-25,1.7513145737316993e-25,2.1520023254378404e-25,68
3,2,2,tau,tau,agnostic,6.254974351054571e-24,3.6041504494935934e-24,3.424086312583172e-24,68
3,2,2,tau,tau,"(1/3,2/3,0)",2.9261253762135086e-24,1.5144342573440988e-24,1.4569943918022731e-24,68
3,2,2,tau,tau,"(1,0,0)",8.871038389575362e-24,6.370390342287681e-24,6.360050290763289e-24,68
3,2,2,tau,tau,"(0,1,0)",3.244462300177124e-25,1.7866044997486783e-25,2.351501926097588e-25,68
4,0,0,e,e,agnostic,2.93215906370152e-28,2.93215906370152e-28,,68
4,0,0,e,e,"(1/3,2/3,0)",3.164122843189705e-28,3.164122843189705e-28,,68
4,0,0,e,e,"(1,0,0)",3.7980592898450224e-29,3.7980592898450224e-29,,68
4,0,0,e,e,"(0,1,0)",3.2143201580304006e-29,3.2143201580304006e-29,,68
4,0,0,e,mu,agnostic,4.235119034382317e-29,3.038374791163101e-29,3.060756634845788e-29,68
4,0,0,e,mu,"(1/3,2/3,0)",4.270357812980906e-29,2.9783045480819006e-29,3.0479805290783946e-29,68
4,0,0,e,mu,"(1,0,0)",4.236099724540402e-29,3.1478931809140386e-29,3.017924379530269e-29,68
4,0,0,e,mu,"(0,1,0)",4.441255889879168e-29,3.2175918068771136e-29,3.207822260148199e-29,68
4,0,0,e,tau,agnostic,4.2390087852946395e-28,3.168086794526793e-28,3.0897157655210718e-28,68
4,0,0,e,tau,"(1/3,2/3,0)",4.0052665095097206e-28,2.6743576707122267e-28,2.8391559084782427e-28,68
4,0,0,e,tau,"(1,0,0)",1.7396449376102765e-28,1.166146974758875e-28,1.0907837498179183e-28,68
4,0,0,e,tau,"(0,1,0)",1.765706205644932e-29,1.1653099174415665e-29,1.1982659958719889e-29,68
4,0,0,mu,e,agnostic,4.3341765113374345e-29,3.0617535423312007e-29,3.081242422459484e-29,68
4,0,0,mu,e,"(1/3,2/3,0)",4.221338184768457e-29,3.039678831469334e-29,3.040449903413315e-29,68
4,0,0,mu,e,"(1,0,0)",4.082386084565129e-29,2.862242819069505e-29,2.9136554459029466e-29,68
4,0,0,mu,e,"(0,1,0)",4.450777505378404e-29,3.1795657509912065e-29,3.1512681472652924e-29,68
4,0,0,mu,mu,agnostic,2.9492385666329176e-29,2.9492385666329176e-29,,68
4,0,0,mu,mu,"(1/3,2/3,0)",2.003761485647453e-29,2.003761485647453e-29,,68
4,0,0,mu,mu,"(1,0,0)",1.0325612379858884e-30,1.0325612379858884e-30,,68
4,0,0,mu,mu,"(0,1,0)",2.2703147824967447e-30,2.2703147824967447e-30,,68
4,0,0,mu,tau,agnostic,4.318487531124962e-28,3.170885840621712e-28,3.135893473452436e-28,68
4,0,0,mu,tau,"(1/3,2/3,0)",4.318487531124962e-28,3.170885840621712e-28,3.135893473452436e-28,68
4,0,0,mu,tau,"(1,0,0)",3.4844862554595226e-29,3.2534714309005636e-29,1.5514742340003547e-29,68
4,0,0,mu,tau,"(0,1,0)",3.544370326532468e-29,3.1112753046170935e-29,1.6293161399392784e-29,68
4,0,0,tau,e,agnostic,4.2390087852946395e-28,3.168086794526793e-28,3.0897157655210718e-28,68
4,0,0,tau,e,"(1/3,2/3,0)",4.053577545447258e-28,2.6290651023517998e-28,2.859400798123365e-28,68
4,0,0,tau,e,"(1,0,0)",1.760294074518884e-28,1.1400543876644512e-28,1.1742119715531172e-28,68
4,0,0,tau,e,"(0,1,0)",1.716336879092693e-29,1.12465265275261e-29,1.1492565935343096e-29,68
4,0,0,tau,mu,agnostic,4.318487531124962e-28,3.170885840621712e-28,3.135893473452436e-28,68
4,0,0,tau,mu,"(1/3,2/3,0)",4.2649414341544625e-28,3.154468898657036e-28,3.0945589145132492e-28,68
4,0,0,tau,mu,"(1,0,0)",3.5091608727007256e-29,3.267098688032659e-29,1.6118202732267562e-29,68
4,0,0,tau,mu,"(0,1,0)",3.632842322146814e-29,3.1477721980172624e-29,1.6405325046966173e-29,68
4,0,0,tau,tau,agnostic,1.8148487950248377e-29,1.8148487950248377e-29,,68
4,0,0,tau,tau,"(1/3,2/3,0)",2.0511386931419438e-29,2.0511386931419438e-29,,68
4,0,0,tau,tau,"(1,0,0)",8.969617238389787e-31,8.969617238389787e-31,,68
4,0,0,tau,tau,"(0,1,0)",6.909940426856178e-30,6.909940426856178e-30,,68
4,1,0,e,e,agnostic,3.072519803771973e-28,3.072519803771973e-28,,68
4,1,0,e,e,"(1/3,2/3,0)",,,,68
4,1,0,e,e,"(1,0,0)",3.8099667664871656e-31,3.8099667664871656e-31,,68
4,1,0,e,e,"(0,1,0)",2.0534482060488984e-29,2.0534482060488984e-29,,68
4,1,0,e,mu,agnostic,1.2833056800526607e-28,7.049042045375323e-29,7.399242369011655e-29,68
4,1,0,e,mu,"(1/3,2/3,0)",1.2955913949432895e-28,7.218584560453251e-29,7.422542319781563e-29,68
4,1,0,e,mu,"(1,0,0)",1.0166109818274642e-28,5.958087336532075e-29,6.123976309027389e-29,68
4,1,0,e,mu,"(0,1,0)",1.779452795085621e-28,9.651997054608733e-29,9.608900382064571e-29,68
4,1,0,e,tau,agnostic,,3.144800579437183e-28,,68
4,1,0,e,tau,"(1/3,2/3,0)",3.64670538706818e-28,2.3878628126178515e-28,2.4189634241120763e-28,68
4,1,0,e,tau,"(1,0,0)",2.4411874360222852e-28,1.6014066309190266e-28,1.5816880313124472e-28,68
4,1,0,e,tau,"(0,1,0)",1.9309173078479557e-29,1.3024792351449629e-29,1.34031947379507e-29,68
4,1,0,mu,e,agnostic,1.131701351410626e-28,6.433124022591942e-29,6.544980876726237e-29,68
4,1,0,mu,e,"(1/3,2/3,0)",1.2792556362353527e-28,7.522973535872891e-29,7.339835672426286e-29,68
4,1,0,mu,e,"(1,0,0)",9.466407939651319e-29,5.797845949060156e-29,5.769411647252667e-29,68
4,1,0,mu,e,"(0,1,0)",1.7772394357282995e-28,9.554067552439759e-29,9.646869462830271e-29,68
4,1,0,mu,mu,agnostic,5.320474801302462e-29,5.320474801302462e-29,,68
4,1,0,mu,mu,"(1/3,2/3,0)",2.9224260725436967e-29,2.9224260725436967e-29,,68
4,1,0,mu,mu,"(1,0,0)",5.425330932723257e-31,5.425330932723257e-31,,68
4,1,0,mu,mu,"(0,1,0)",2.7598536482072122e-30,2.7598536482072122e-30,,68
4,1,0,mu,tau,agnostic,,3.112912854924564e-28,3.126150870001597e-28,68
4,1,0,mu,tau,"(1/3,2/3,0)",,3.060219262718346e-28,3.126150870001597e-28,68
4,1,0,mu,tau,"(1,0,0)",4.8048961065414595e-30,9.169612116828098e-31,4.5961450491637446e-30,68
4,1,0,mu,tau,"(0,1,0)",2.7171596262005375e-29,1.945358071466721e-29,1.6994063883829785e-29,68
4,1,0,tau,e,agnostic,,3.144800579437183e-28,3.144800579437183e-28,68
4,1,0,tau,e,"(1/3,2/3,0)",3.7459931069256926e-28,2.4872770890742403e-28,2.427319022844614e-28,68
4,1,0,tau,e,"(1,0,0)",2.4209462880916824e-28,1.6393813138799624e-28,1.593231832898085e-28,68
4,1,0,tau,e,"(0,1,0)",1.974755010348001e-29,1.3578996632673568e-29,1.3619366791308457e-29,68
4,1,0,tau,mu,agnostic,,3.126150870001597e-28,3.126150870001597e-28,68
4,1,0,tau,mu,"(1/3,2/3,0)",,3.112912854924564e-28,3.126150870001597e-28,68
4,1,0,tau,mu,"(1,0,0)",4.7260041855057e-30,8.924834655821563e-31,4.5318808748629526e-30,68
4,1,0,tau,mu,"(0,1,0)",2.648094376543592e-29,1.9119674529450408e-29,1.6133570919694692e-29,68
4,1,0,tau,tau,agnostic,2.403075306524825e-29,2.403075306524825e-29,,68
4,1,0,tau,tau,"(1/3,2/3,0)",2.6449975358956305e-29,2.6449975358956305e-29,,68
4,1,0,tau,tau,"(1,0,0)",5.491678787382683e-31,5.491678787382683e-31,,68
4,1,0,tau,tau,"(0,1,0)",8.146705960440532e-30,8.146705960440532e-30,,68
4,1,1,e,e,agnostic,4.387096891912811e-28,3.167438996622016e-28,3.1704002695201528e-28,68
4,1,1,e,e,"(1/3,2/3,0)",,,,68
4,1,1,e,e,"(1,0,0)",1.6486719307863116e-29,1.3129564113219946e-29,9.881966492942824e-30,68
4,1,1,e,e,"(0,1,0)",1.2084231427744485e-29,9.118869237344837e-30,8.686450927434804e-30,68
4,1,1,e,mu,agnostic,5.10195577796674e-29,3.404943528814403e-29,3.617457370279454e-29,68
4,1,1,e,mu,"(1/3,2/3,0)",5.216193481532606e-29,3.602024862157878e-29,3.5905212289131e-29,68
4,1,1,e,mu,"(1,0,0)",4.9815619461539554e-29,3.4014428023644004e-29,3.41607107348416e-29,68
4,1,1,e,mu,"(0,1,0)",5.457095841781953e-29,3.7556346634670517e-29,3.71506955212826e-29,68
4,1,1,e,tau,agnostic,4.328560818707455e-28,3.119559772672977e-28,3.151465680942709e-28,68
4,1,1,e,tau,"(1/3,2/3,0)",4.0140498681419723e-28,2.714241224305729e-28,2.731916296694694e-28,68
4,1,1,e,tau,"(1,0,0)",1.398561903418231e-28,8.850424782628557e-29,8.840105528349132e-29,68
4,1,1,e,tau,"(0,1,0)",1.6567149131826114e-29,1.1112250876176994e-29,1.1060478190166485e-29,68
4,1,1,mu,e,agnostic,5.0442089563187744e-29,3.462220707138049e-29,3.418840733711464e-29,68
4,1,1,mu,e,"(1/3,2/3,0)",5.111332645425102e-29,3.492606454673297e-29,3.45529890325986e-29,68
4,1,1,mu,e,"(1,0,0)",5.0313494308373313e-29,3.4986660789223574e-29,3.4121079465329985e-29,68
4,1,1,mu,e,"(0,1,0)",5.38896204822915e-29,3.6681457476457037e-29,3.701090393482716e-29,68
4,1,1,mu,mu,agnostic,3.787109057896843e-28,2.519037716929867e-28,2.4631819679650047e-28,68
4,1,1,mu,mu,"(1/3,2/3,0)",1.7820413324938294e-28,9.220346209074548e-29,9.424643326087677e-29,68
4,1,1,mu,mu,"(1,0,0)",1.0684473764392434e-30,8.486194126074181e-31,4.9177005842515575e-31,68
4,1,1,mu,mu,"(0,1,0)",9.322917342932613e-30,5.504338151185869e-30,5.789052977928931e-30,68
4,1,1,mu,tau,agnostic,,3.174466141469695e-28,,68
4,1,1,mu,tau,"(1/3,2/3,0)",,,3.15320909312667e-28,68
4,1,1,mu,tau,"(1,0,0)",2.3134182914032272e-30,1.9485216334409388e-30,1.000316472378472e-30,68
4,1,1,mu,tau,"(0,1,0)",2.0566824129797759e-29,1.6013438136328588e-29,1.2217124763938548e-29,68
4,1,1,tau,e,agnostic,,3.100223652563917e-28,,68
4,1,1,tau,e,"(1/3,2/3,0)",3.9818915808606274e-28,2.6584585783059603e-28,2.6250812433585315e-28,68
4,1,1,tau,e,"(1,0,0)",1.4153848294353522e-28,8.84132261269636e-29,8.941488733480803e-29,68
4,1,1,tau,e,"(0,1,0)",1.6507697124147382e-29,1.1354932901346879e-29,1.1206733040477603e-29,68
4,1,1,tau,mu,agnostic,,3.124918196085987e-28,,68
4,1,1,tau,mu,"(1/3,2/3,0)",4.365229163635221e-28,3.165548038497885e-28,3.1666215634046875e-28,68
4,1,1,tau,mu,"(1,0,0)",2.2073674240263176e-30,1.815453109657873e-30,1.027615981044244e-30,68
4,1,1,tau,mu,"(0,1,0)",2.080935026808821e-29,1.644743766201125e-29,1.248140524566299e-29,68
4,1,1,tau,tau,agnostic,1.2642900354008535e-28,6.579463897523011e-29,6.657540656081212e-29,68
4,1,1,tau,tau,"(1/3,2/3,0)",4.9178954615327744e-29,3.083898118084781e-29,3.1819172355727976e-29,68
4,1,1,tau,tau,"(1,0,0)",4.166537324458068e-28,2.9478905049353123e-28,2.933676457627482e-28,68
4,1,1,tau,tau,"(0,1,0)",1.942940320727465e-29,1.2296289967460258e-29,1.1813040172295824e-29,68
4,2,0,e,e,agnostic,3.087071945877829e-28,3.087071945877829e-28,,68
4,2,0,e,e,"(1/3,2/3,0)",,,,68
4,2,0,e,e,"(1,0,0)",3.621393055136665e-29,3.621393055136665e-29,,68
4,2,0,e,e,"(0,1,0)",7.781829184422165e-29,7.781829184422165e-29,,68
4,2,0,e,mu,agnostic,1.0734471657532316e-28,6.702321429966461e-29,6.343305972945736e-29,68
4,2,0,e,mu,"(1/3,2/3,0)",1.26572832676341e-28,7.705308100251874e-29,7.36286394380739e-29,68
4,2,0,e,mu,"(1,0,0)",1.225932477274933e-28,7.372096432032627e-29,7.303068881159832e-29,68
4,2,0,e,mu,"(0,1,0)",1.2372110913655647e-28,7.487390031153127e-29,7.467854496744075e-29,68
4,2,0,e,tau,agnostic,4.227501177810884e-28,3.0191327618935086e-28,3.054735832302596e-28,68
4,2,0,e,tau,"(1/3,2/3,0)",3.654173343055597e-28,2.349665896304607e-28,2.380882287319301e-28,68
4,2,0,e,tau,"(1,0,0)",4.142468899944334e-28,3.091875033971829e-28,2.823220416957221e-28,68
4,2,0,e,tau,"(0,1,0)",2.084001486025961e-29,1.37332973900722e-29,1.4088641288127438e-29,68
4,2,0,mu,e,agnostic,1.1952806271774444e-28,7.284419299464773e-29,7.144345714508434e-29,68
4,2,0,mu,e,"(1/3,2/3,0)",1.2467785730552106e-28,7.382489609496124e-29,7.500247904633755e-29,68
4,2,0,mu,e,"(1,0,0)",1.2660288428036144e-28,7.391057917323211e-29,7.522523818502493e-29,68
4,2,0,mu,e,"(0,1,0)",1.2819298038367786e-28,7.517879538026465e-29,7.806092671025587e-29,68
4,2,0,mu,mu,agnostic,4.9476707125420143e-29,4.9476707125420143e-29,,68
4,2,0,mu,mu,"(1/3,2/3,0)",2.9332026698174134e-29,2.9332026698174134e-29,,68
4,2,0,mu,mu,"(1,0,0)",8.385029287475301e-31,8.385029287475301e-31,,68
4,2,0,mu,mu,"(0,1,0)",3.691166513450463e-30,3.691166513450463e-30,,68
4,2,0,mu,tau,agnostic,4.256361693664438e-28,3.1663236745836513e-28,2.998445180196449e-28,68
4,2,0,mu,tau,"(1/3,2/3,0)",4.2823953615954265e-28,3.0744721399817916e-28,3.0994016243368127e-28,68
4,2,0,mu,tau,"(1,0,0)",3.375064243504464e-29,3.008778330202305e-29,1.4342580011210972e-29,68
4,2,0,mu,tau,"(0,1,0)",3.625481349758091e-28,2.965461513214262e-28,1.8412132827652843e-28,68
4,2,0,tau,e,agnostic,4.2425217090331135e-28,3.111053178063381e-28,3.027672328676532e-28,68
4,2,0,tau,e,"(1/3,2/3,0)",3.722262963316564e-28,2.462915657098525e-28,2.4671187189779634e-28,68
4,2,0,tau,e,"(1,0,0)",4.140393469555532e-28,2.9602248239656877e-28,2.980529721857713e-28,68
4,2,0,tau,e,"(0,1,0)",2.026319098697708e-29,1.3879954033988128e-29,1.3900294714660526e-29,68
4,2,0,tau,mu,agnostic,4.256361693664438e-28,3.1475381070988973e-28,2.998445180196449e-28,68
4,2,0,tau,mu,"(1/3,2/3,0)",4.256361693664438e-28,3.1663236745836513e-28,3.1208413609583034e-28,68
4,2,0,tau,mu,"(1,0,0)",3.427492138611394e-29,3.0530000812440276e-29,1.4365493152472844e-29,68
4,2,0,tau,mu,"(0,1,0)",3.540280674433835e-28,2.943030750018357e-28,1.8071902808562139e-28,68
4,2,0,tau,tau,agnostic,2.6852610953269186e-29,2.6852610953269186e-29,,68
4,2,0,tau,tau,"(1/3,2/3,0)",3.04625005095822e-29,3.04625005095822e-29,,68
4,2,0,tau,tau,"(1,0,0)",8.703632423688712e-31,8.703632423688712e-31,,68
4,2,0,tau,tau,"(0,1,0)",9.139119325077352e-30,9.139119325077352e-30,,68
4,2,1,e,e,agnostic,4.307587996822998e-28,3.108005805364405e-28,3.1394190120532447e-28,68
4,2,1,e,e,"(1/3,2/3,0)",4.279166185003422e-28,3.1110850466839515e-28,3.132449601071174e-28,68
4,2,1,e,e,"(1,0,0)",1.5372749409490968e-29,1.0190446234060389e-29,1.0340755867670625e-29,68
4,2,1,e,e,"(0,1,0)",1.4822901598943768e-29,1.2086124299524648e-29,7.136861984528919e-30,68
4,2,1,e,mu,agnostic,1.1531945280637291e-28,6.437822223145326e-29,6.335684707230315e-29,68
4,2,1,e,mu,"(1/3,2/3,0)",1.078401568152183e-28,6.163651915108875e-29,5.90797436988475e-29,68
4,2,1,e,mu,"(1,0,0)",7.256227882773928e-29,4.559893823110481e-29,4.628214148675888e-29,68
4,2,1,e,mu,"(0,1,0)",1.5766433480417651e-28,8.234442175407234e-29,8.357399574856977e-29,68
4,2,1,e,tau,agnostic,4.32701236995376e-28,3.1671406430734128e-28,3.068176018769291e-28,68
4,2,1,e,tau,"(1/3,2/3,0)",3.9818283862501338e-28,2.7084416392811036e-28,2.702987907274277e-28,68
4,2,1,e,tau,"(1,0,0)",2.052237845328407e-28,1.321925421084451e-28,1.3368257376816776e-28,68
4,2,1,e,tau,"(0,1,0)",1.8072053516532758e-29,1.2034199176527635e-29,1.25892360150097e-29,68
4,2,1,mu,e,agnostic,9.172782010215548e-29,5.604251873886217e-29,5.560189434124584e-29,68
4,2,1,mu,e,"(1/3,2/3,0)",1.257332026491417e-28,6.767845322993335e-29,6.758020213035758e-29,68
4,2,1,mu,e,"(1,0,0)",7.943314945109968e-29,4.9684568147948963e-29,5.040565485095978e-29,68
4,2,1,mu,e,"(0,1,0)",1.58110412769838e-28,7.9169488267262e-29,8.18301937089974e-29,68
4,2,1,mu,mu,agnostic,3.9563734280490386e-28,2.6898285521601638e-28,2.681170194596723e-28,68
4,2,1,mu,mu,"(1/3,2/3,0)",2.8537810515818418e-28,1.6022642992209283e-28,1.698933309468927e-28,68
4,2,1,mu,mu,"(1,0,0)",1.0048087958115635e-30,7.014466633839012e-31,5.9257477404987125e-31,68
4,2,1,mu,mu,"(0,1,0)",1.1572524462920313e-29,6.0178531135917024e-30,7.153904246067002e-30,68
4,2,1,mu,tau,agnostic,,,3.1299828458616676e-28,68
4,2,1,mu,tau,"(1/3,2/3,0)",,,,68
4,2,1,mu,tau,"(1,0,0)",9.580799767177023e-30,5.964039688266461e-30,6.2148907277259156e-30,68
4,2,1,mu,tau,"(0,1,0)",2.3340874279863725e-29,1.7954866448533944e-29,1.1522281506786309e-29,68
4,2,1,tau,e,agnostic,4.289388149142666e-28,3.055313643192947e-28,3.1616599692010167e-28,68
4,2,1,tau,e,"(1/3,2/3,0)",3.9992365723964366e-28,2.728554460264577e-28,2.603479379523096e-28,68
4,2,1,tau,e,"(1,0,0)",2.0077952381405534e-28,1.2830252100087796e-28,1.3335018060872715e-28,68
4,2,1,tau,e,"(0,1,0)",1.79703457805458e-29,1.2496951695040092e-29,1.2087893158718676e-29,68
4,2,1,tau,mu,agnostic,,,,68
4,2,1,tau,mu,"(1/3,2/3,0)",,,,68
4,2,1,tau,mu,"(1,0,0)",9.43315330840363e-30,5.7281219515359046e-30,6.0793285194144094e-30,68
4,2,1,tau,mu,"(0,1,0)",2.316079323281797e-29,1.818025199224736e-29,1.1887666857552309e-29,68
4,2,1,tau,tau,agnostic,2.6235090796132438e-28,1.4203291207731331e-28,1.5076930841746983e-28,68
4,2,1,tau,tau,"(1/3,2/3,0)",1.4978754423092e-28,7.814256415053626e-29,8.361387511874748e-29,68
4,2,1,tau,tau,"(1,0,0)",1.2328271275383399e-30,9.362526669591655e-31,7.838728702434e-31,68
4,2,1,tau,tau,"(0,1,0)",2.762959770861038e-29,1.7764239684746442e-29,1.6958390754044576e-29,68
4,2,2,e,e,agnostic,,3.168118322657489e-28,,68
4,2,2,e,e,"(1/3,2/3,0)",,,,68
4,2,2,e,e,"(1,0,0)",1.870548451675804e-29,1.6549192633189397e-29,8.200225409499041e-30,68
4,2,2,e,e,"(0,1,0)",9.298048755119411e-29,5.499170648671162e-29,6.676589328255348e-29,68
4,2,2,e,mu,agnostic,1.039250835996919e-28,5.991537153870134e-29,6.025639936753236e-29,68
4,2,2,e,mu,"(1/3,2/3,0)",1.07801091566154e-28,6.266374972897661e-29,6.371517630647758e-29,68
4,2,2,e,mu,"(1,0,0)",9.716471164861683e-29,5.767117857495595e-29,5.706668946563531e-29,68
4,2,2,e,mu,"(0,1,0)",1.185168328245963e-28,6.83585054295912e-29,6.867492595353473e-29,68
4,2,2,e,tau,agnostic,4.331698720958292e-28,3.155291189980587e-28,3.10956849778304e-28,68
4,2,2,e,tau,"(1/3,2/3,0)",3.877995361008361e-28,2.508267491028117e-28,2.6401320647766003e-28,68
4,2,2,e,tau,"(1,0,0)",1.2903485349447586e-28,8.373604979529133e-29,8.040582237396554e-29,68
4,2,2,e,tau,"(0,1,0)",1.635473886010783e-29,1.14415332530138e-29,1.0975625567687669e-29,68
4,2,2,mu,e,agnostic,1.012152317046572e-28,6.004952708867357e-29,5.81347343695654e-29,68
4,2,2,mu,e,"(1/3,2/3,0)",1.1440218265404956e-28,6.541509987448641e-29,6.61211868843203e-29,68
4,2,2,mu,e,"(1,0,0)",9.7665544962972e-29,5.656851648371053e-29,5.590129291663691e-29,68
4,2,2,mu,e,"(0,1,0)",1.2040964990298083e-28,6.907968092993645e-29,7.070002286383952e-29,68
4,2,2,mu,mu,agnostic,3.694252348126858e-28,2.3943140667638488e-28,2.477694333407241e-28,68
4,2,2,mu,mu,"(1/3,2/3,0)",1.9752371964972e-28,1.0339887108448203e-28,1.10890245422913e-28,68
4,2,2,mu,mu,"(1,0,0)",1.1754685775725629e-30,8.344144808867747e-31,7.250605297324778e-31,68
4,2,2,mu,mu,"(0,1,0)",1.2125404247482162e-29,6.652003180893731e-30,8.498286331763107e-30,68
4,2,2,mu,tau,agnostic,4.287279242962038e-28,3.131682694737953e-28,3.1590057655105503e-28,68
4,2,2,mu,tau,"(1/3,2/3,0)",,,,68
4,2,2,mu,tau,"(1,0,0)",1.1613556159684876e-29,9.839284486095722e-30,5.142668735016085e-30,68
4,2,2,mu,tau,"(0,1,0)",2.5588043671687695e-29,1.586960433370523e-29,1.866251332454529e-29,68
4,2,2,tau,e,agnostic,,,3.121064591130622e-28,68
4,2,2,tau,e,"(1/3,2/3,0)",3.832179731914649e-28,2.596065138296842e-28,2.509658891715001e-28,68
4,2,2,tau,e,"(1,0,0)",1.3088515080122227e-28,8.39195618271799e-29,8.391138227207232e-29,68
4,2,2,tau,e,"(0,1,0)",1.6128067522918834e-29,1.0914382372332579e-29,1.0728686209283617e-29,68
4,2,2,tau,mu,agnostic,4.3197504484619115e-28,3.079867780724682e-28,3.15754617305979e-28,68
4,2,2,tau,mu,"(1/3,2/3,0)",4.334693014119238e-28,3.1540993776064197e-28,3.1668202407496917e-28,68
4,2,2,tau,mu,"(1,0,0)",1.1474427779838597e-29,9.895646567002474e-30,5.0784832797053726e-30,68
4,2,2,tau,mu,"(0,1,0)",2.59488392242224e-29,1.6477072489841938e-29,1.8831823610635864e-29,68
4,2,2,tau,tau,agnostic,1.5987838559021134e-28,9.197604702985117e-29,9.418356070013668e-29,68
4,2,2,tau,tau,"(1/3,2/3,0)",8.924439690282928e-29,4.871560598492453e-29,5.588927788896689e-29,68
4,2,2,tau,tau,"(1,0,0)",1.0309960756260688e-30,7.097710542639391e-31,6.8457244028967105e-31,68
4,2,2,tau,tau,"(0,1,0)",2.990940229332372e-29,1.6170615647194016e-29,2.1636266646236858e-29,68
4,3,0,e,e,agnostic,3.013185731422267e-28,3.013185731422267e-28,,68
4,3,0,e,e,"(1/3,2/3,0)",,,,68
4,3,0,e,e,"(1,0,0)",1.6030575264675248e-29,1.6030575264675248e-29,,68
4,3,0,e,e,"(0,1,0)",3.4047133941701775e-29,3.4047133941701775e-29,,68
4,3,0,e,mu,agnostic,2.822013163039679e-28,1.6633927893378476e-28,1.5416453817169131e-28,68
4,3,0,e,mu,"(1/3,2/3,0)",2.8632745682720486e-28,1.6655001148835326e-28,1.5752921170281224e-28,68
4,3,0,e,mu,"(1,0,0)",2.6248261706319876e-28,1.4593141874951512e-28,1.4792592754938716e-28,68
4,3,0,e,mu,"(0,1,0)",3.0540747243317007e-28,1.8103394913665594e-28,1.787192654160544e-28,68
4,3,0,e,tau,agnostic,4.318324859619622e-28,3.160024909207085e-28,3.167665873037626e-28,68
4,3,0,e,tau,"(1/3,2/3,0)",4.041665180528103e-28,2.7784725305569503e-28,2.7772383217164155e-28,68
4,3,0,e,tau,"(1,0,0)",4.158104452576764e-28,2.9526106074752353e-28,2.917549193366449e-28,68
4,3,0,e,tau,"(0,1,0)",2.060385239665457e-29,1.4058385335018665e-29,1.4129535758893092e-29,68
4,3,0,mu,e,agnostic,2.9134635235024754e-28,1.695552457796596e-28,1.6298482362452429e-28,68
4,3,0,mu,e,"(1/3,2/3,0)",2.964152338447388e-28,1.6581171253801054e-28,1.676085100170304e-28,68
4,3,0,mu,e,"(1,0,0)",2.5522508462582182e-28,1.3758630343328716e-28,1.403534883744655e-28,68
4,3,0,mu,e,"(0,1,0)",3.083971647591027e-28,1.8210500247922403e-28,1.8334499407583958e-28,68
4,3,0,mu,mu,agnostic,7.163540974112674e-29,7.163540974112674e-29,,68
4,3,0,mu,mu,"(1/3,2/3,0)",3.4829754513277584e-29,3.4829754513277584e-29,,68
4,3,0,mu,mu,"(1,0,0)",7.253658320285491e-31,7.253658320285491e-31,,68
4,3,0,mu,mu,"(0,1,0)",3.4541151644699316e-30,3.4541151644699316e-30,,68
4,3,0,mu,tau,agnostic,4.312830524406111e-28,3.1531472824362978e-28,3.1657091307184578e-28,68
4,3,0,mu,tau,"(1/3,2/3,0)",4.30697180190297e-28,3.1573746022427898e-28,3.169943963444623e-28,68
4,3,0,mu,tau,"(1,0,0)",1.6800014544049286e-29,1.4495805194712408e-29,8.027698348750862e-30,68
4,3,0,mu,tau,"(0,1,0)",2.081006318736352e-28,5.182660699478294e-29,1.9924776383011782e-28,68
4,3,0,tau,e,agnostic,4.318324859619622e-28,3.0960230933656766e-28,3.167665873037626e-28,68
4,3,0,tau,e,"(1/3,2/3,0)",4.061272360632265e-28,2.763878632809035e-28,2.8110079597964143e-28,68
4,3,0,tau,e,"(1,0,0)",4.2485085347456685e-28,3.0736729434217406e-28,3.0240638152382073e-28,68
4,3,0,tau,e,"(0,1,0)",2.0711989502353517e-29,1.44036769613679e-29,1.4014333716191058e-29,68
